empid,basic_salary,grade_pay,DA,home_rent,convience_allowance,absent,earned_leave,casual_leave,maternity_leave,washing_allowance
EMP02228,49439,3683,23438,13668,1819,3,13,3,0,526
EMP02229,18084,4658,10251,2369,810,4,1,8,0,500
EMP02230,22946,4901,8880,6289,1639,5,0,0,0,400
EMP02231,24106,4748,8601,7217,1273,0,9,3,0,329
EMP02232,18560,3389,10073,4781,1142,2,1,6,0,591
EMP02233,37730,3709,22089,4584,1998,4,15,7,0,514
EMP02234,39231,3329,22529,10873,1817,4,6,1,0,589
EMP02235,44364,1123,15941,10164,1123,4,3,10,0,405
EMP02236,39095,2411,20207,8003,1995,5,5,4,0,497
EMP02237,36122,2010,19008,6873,806,5,1,9,0,416
EMP02238,35189,2926,16965,8000,1495,4,3,4,0,348
EMP02239,17777,1767,7488,5273,1221,2,13,5,0,551
EMP02240,45918,1679,24906,7572,1153,5,0,4,0,434
EMP02241,28909,4749,15180,6242,1850,3,4,1,0,356
EMP02242,22613,4089,7189,5314,1434,5,7,5,133,450
EMP02243,42848,2558,23022,7120,1420,3,6,9,0,559
EMP02244,31839,2138,17191,8945,1734,5,15,1,0,411
EMP02245,27427,4591,11012,3555,1332,5,7,5,0,527
EMP02246,22621,3752,9028,3849,1078,2,11,5,0,558
EMP02247,32310,3138,12684,9605,1313,1,13,1,0,300
EMP02248,28017,1136,13913,5189,1529,1,1,10,0,547
EMP02249,49797,3190,25158,6113,1619,3,2,9,179,335
EMP02250,33171,2820,18972,8602,1987,4,8,0,0,505
EMP02251,48833,2391,21992,6990,1315,3,7,2,76,505
EMP02252,23470,2175,12265,5570,1862,2,15,7,62,420
EMP02253,44188,3288,13267,10687,1505,5,12,0,0,425
EMP02254,17247,4819,6595,2154,1871,4,13,5,0,310
EMP02255,43239,4099,15109,12174,1055,2,10,3,137,398
EMP02256,23744,3917,11406,5155,1134,0,11,10,0,589
EMP02257,42476,2166,20763,8918,1858,0,4,7,0,463
EMP02258,49968,2423,18116,5000,1271,4,1,1,0,375
EMP02259,49077,2421,25915,11316,1215,4,5,1,0,519
EMP02260,35912,1743,12240,8582,952,2,15,4,0,379
EMP02261,15277,2595,5697,2864,1394,3,3,10,0,536
EMP02262,19949,4217,11358,5969,1428,2,9,8,0,589
EMP02263,37989,1083,11995,9245,861,1,1,1,0,397
EMP02264,46327,2030,26359,8821,1759,2,6,3,0,343
EMP02265,33930,4598,15551,5191,1804,1,6,8,166,558
EMP02266,18138,3750,9637,3420,1250,2,5,10,0,520
EMP02267,27894,1805,11488,5213,1581,1,7,7,0,524
EMP02268,40867,3411,13875,11542,1749,2,2,6,0,372
EMP02269,44764,2451,24102,10700,1663,5,6,0,0,460
EMP02270,31191,3297,9809,4023,1689,0,8,1,0,544
EMP02271,21669,2348,7351,6282,924,5,9,8,0,539
EMP02272,29916,4007,13204,6105,1670,1,15,6,0,513
EMP02273,40580,1910,15347,7570,1431,0,8,2,0,425
EMP02274,42415,3075,14954,8940,1245,2,13,6,0,472
EMP02275,23214,4027,10240,5680,1538,2,12,10,0,558
EMP02276,36688,4088,12242,7865,1350,1,0,8,0,301
EMP02277,33486,4527,12527,6601,1506,0,0,9,0,573
EMP02278,18678,1080,7331,5595,1282,4,11,10,0,346
EMP02279,34449,1480,12471,4002,969,2,13,3,0,302
EMP02280,35231,3427,18679,9112,1219,4,9,7,0,595
EMP02281,19915,1669,7358,3119,1044,4,0,0,0,439
EMP02282,27474,3474,10625,6529,1725,5,10,6,0,505
EMP02283,24425,2815,14388,2724,1097,1,2,2,0,446
EMP02284,34687,1605,19834,8553,1271,5,13,5,0,467
EMP02285,35698,1071,13263,5843,1986,4,9,5,0,417
EMP02286,49393,3214,25095,5631,1965,4,1,6,0,394
EMP02287,41899,1742,21044,11023,1830,3,12,2,0,318
EMP02288,23603,3246,9925,4905,1438,1,4,9,0,396
EMP02289,27739,2541,10850,4498,860,5,6,5,0,488
EMP02290,16869,4511,7803,2672,1845,5,3,9,0,402
EMP02291,45426,2554,24403,10240,1371,2,5,5,0,592
EMP02292,44800,4766,26715,9677,1681,5,10,8,0,510
EMP02293,40587,3161,14853,9217,900,2,8,9,0,310
EMP02294,36809,3921,14195,3766,937,3,5,6,0,450
EMP02295,43882,3577,23996,7321,1031,0,9,2,0,331
EMP02296,31802,2797,12467,6472,1740,2,6,2,0,342
EMP02297,19456,1080,11509,4317,872,2,3,7,0,480
EMP02298,16062,4062,6763,3796,1446,2,13,10,0,353
EMP02299,26149,2348,12688,6107,1391,4,0,2,0,403
EMP02300,31631,4723,13595,7466,1571,3,8,3,0,534
EMP02301,34554,1461,16946,4066,1679,0,15,1,0,543
EMP02302,34393,2708,11668,6684,1055,1,4,0,0,354
EMP02303,22178,1083,12741,3035,1231,2,2,9,0,556
EMP02304,45536,1258,14554,8636,1155,0,1,8,0,408
EMP02305,43714,4646,16862,11396,1523,0,8,0,0,330
EMP02306,27701,2007,8768,7241,1332,0,10,0,0,450
EMP02307,45715,4483,18862,11386,1768,5,0,1,0,495
EMP02308,48216,2062,24978,10138,1190,3,3,5,0,429
EMP02309,26564,2738,14596,6255,1137,2,0,4,0,444
EMP02310,18541,1951,5879,2138,1920,4,10,8,0,439
EMP02311,31540,2501,15394,7735,870,2,12,1,0,548
EMP02312,42853,4608,21223,4917,1534,0,5,0,0,358
EMP02313,24851,4590,12950,4224,854,2,13,7,0,483
EMP02314,27716,1894,9963,4343,1155,4,8,3,0,353
EMP02315,25095,1595,9227,4255,1089,0,10,2,0,366
EMP02316,31594,4174,11239,8872,1192,4,0,3,80,598
EMP02317,25868,2844,11536,6877,985,1,2,9,0,552
EMP02318,33563,1690,13983,5128,966,4,4,0,0,323
EMP02319,33650,3036,12422,5686,1060,3,1,0,0,336
EMP02320,18605,3530,10960,2359,1866,4,13,10,0,320
EMP02321,35396,3050,11603,8729,1845,1,10,2,0,411
EMP02322,47523,4639,20924,11589,1326,5,9,2,0,390
EMP02323,25646,4080,12931,6427,1248,1,11,0,0,492
EMP02324,44306,3618,21989,5887,1044,5,4,2,0,534
EMP02325,42833,2170,17159,12458,954,5,4,5,129,396
EMP02326,32237,3899,11001,5971,1977,3,6,5,0,452
EMP02327,42922,2510,19377,7417,1733,5,15,0,0,413
EMP02328,34281,1071,11766,7602,1785,5,0,6,0,421
EMP02329,23688,2165,9803,5670,827,5,3,7,0,493
EMP02330,46841,1963,21265,12707,975,3,13,3,0,438
EMP02331,47235,3364,26571,10861,1958,2,15,8,0,569
EMP02332,32712,2934,17994,7693,841,2,15,4,0,333
EMP02333,39916,4917,22249,10197,1098,2,15,1,0,445
EMP02334,42838,2264,16526,8314,937,3,14,7,0,311
EMP02335,41276,2523,14931,10742,1157,1,5,2,0,461
EMP02336,17530,1947,6322,3441,1474,3,1,8,0,411
EMP02337,45375,4799,16606,9006,1578,4,2,2,0,380
EMP02338,16769,2843,6182,3619,1997,0,13,0,0,509
EMP02339,21702,3552,9605,3535,1826,1,5,2,0,355
EMP02340,35565,3682,13814,6581,1986,2,15,10,0,320
EMP02341,24052,1489,10752,5346,1927,1,11,10,0,363
EMP02342,25354,4175,9923,4527,1364,5,0,0,0,462
EMP02343,20152,3414,7799,5901,1233,2,15,5,0,502
EMP02344,30953,3483,12878,4135,1889,5,15,2,0,504
EMP02345,22394,4528,11794,3544,1411,0,6,2,0,391
EMP02346,16193,4587,8082,2750,1904,0,8,6,0,463
EMP02347,47055,4596,15381,8886,1929,4,14,9,0,403
EMP02348,33458,1759,14632,3571,1753,1,2,3,0,512
EMP02349,29671,1406,15874,7937,1004,0,9,0,0,562
EMP02350,33436,3877,15653,6458,1910,1,3,0,1,309
EMP02351,36439,2375,16110,6632,1656,5,6,1,0,485
EMP02352,24239,2370,12743,5491,1480,4,7,8,0,301
EMP02353,37395,2290,11370,4276,1705,1,3,7,0,517
EMP02354,22173,1449,12189,2495,800,3,10,8,0,306
EMP02355,16356,3148,9163,2606,1334,2,14,1,0,589
EMP02356,36071,1858,13895,8206,1136,2,12,5,0,556
EMP02357,30070,2623,10859,6774,1181,4,2,7,0,417
EMP02358,41363,1288,16419,4551,1640,1,10,9,0,557
EMP02359,47123,3399,19264,7166,1956,3,2,5,0,474
EMP02360,15071,1198,7226,4372,825,5,5,7,0,309
EMP02361,29306,1672,16203,5180,979,2,3,4,0,572
EMP02362,40234,1695,14829,4735,1928,0,13,10,15,307
EMP02363,40041,4902,21432,7693,1522,2,13,9,0,500
EMP02364,17554,1034,8407,4969,1649,5,1,5,0,463
EMP02365,36777,4349,17936,7626,1578,4,14,9,0,313
EMP02366,20322,4137,9389,5836,1917,3,0,3,0,427
EMP02367,24262,3153,11883,2933,1083,5,12,8,0,479
EMP02368,16646,3703,6894,3013,1987,0,8,4,0,549
EMP02369,24953,3715,13894,6286,1488,4,15,2,0,520
EMP02370,30839,4195,13128,9002,1226,2,8,9,0,441
EMP02371,24409,2492,7462,6895,1844,1,2,4,0,421
EMP02372,40459,4567,14315,7974,1193,2,10,9,0,462
EMP02373,48884,1781,17948,7100,1178,2,12,3,0,502
EMP02374,38206,4425,15811,3958,1370,5,0,9,0,349
EMP02375,27378,2961,10299,6358,1214,5,12,4,0,415
EMP02376,27576,2190,9875,4725,1518,1,13,2,0,499
EMP02377,41773,1993,18103,11690,1523,2,9,4,0,365
EMP02378,24669,1944,12397,6107,1624,5,6,3,0,389
EMP02379,22928,4833,7057,3285,894,0,7,3,0,329
EMP02380,29329,1396,12061,3236,1182,0,13,9,0,503
EMP02381,17095,1236,8689,3006,1378,1,4,9,0,574
EMP02382,38009,2335,17765,8290,1905,3,0,3,63,587
EMP02383,28093,3143,13150,3321,976,3,8,9,0,300
EMP02384,34266,3508,12891,6169,986,4,4,4,0,534
EMP02385,44917,3136,22195,9755,968,4,14,0,0,312
EMP02386,25062,1853,8791,2951,1163,3,11,6,0,360
EMP02387,39615,4152,16811,4613,1212,2,15,10,0,377
EMP02388,49061,1793,15598,8346,1101,1,14,9,0,324
EMP02389,33613,1909,11254,9915,1799,0,12,1,0,452
EMP02390,41536,1181,21875,12230,1255,1,0,9,0,443
EMP02391,31072,2431,15611,5842,1642,2,1,4,0,375
EMP02392,47036,4988,19961,9820,1748,0,1,10,0,590
EMP02393,37840,3786,22186,9421,1472,3,4,6,0,451
EMP02394,39761,4662,15139,8891,1376,1,0,1,0,470
EMP02395,21920,4053,11806,2348,1776,1,12,8,0,403
EMP02396,18602,2515,9895,4594,1420,3,8,7,0,352
EMP02397,32128,2022,16745,4661,1258,3,12,3,0,537
EMP02398,46990,3459,14729,5555,1240,5,15,7,0,569
EMP02399,44924,3164,14277,12962,1797,2,12,9,0,450
EMP02400,22608,4708,8308,3431,808,5,3,0,0,491
EMP02401,34570,3025,19541,4248,1706,0,6,1,0,536
EMP02402,16337,3533,5272,3553,1122,1,11,8,0,564
EMP02403,26521,3338,9681,7176,1207,4,14,0,0,369
EMP02404,27994,2752,15422,5989,1874,3,10,4,0,529
EMP02405,32082,2395,18319,8078,1190,4,6,3,0,316
EMP02406,43295,2797,17355,11059,1413,3,15,4,0,475
EMP02407,20161,2675,8400,2615,1327,1,3,1,0,425
EMP02408,37178,2494,18344,8872,1297,3,0,1,0,471
EMP02409,42947,1322,19541,4300,1955,5,4,9,0,489
EMP02410,43362,1742,22037,7934,1253,1,12,3,0,583
EMP02411,27594,3284,13949,4483,840,0,3,8,0,417
EMP02412,22345,4331,10385,5010,1941,0,11,7,0,316
EMP02413,15614,2635,7195,3801,1143,1,15,5,0,557
EMP02414,39585,4858,17528,6609,1312,5,5,3,0,527
EMP02415,27768,1369,9323,8060,1983,0,13,6,0,567
EMP02416,29437,1210,15585,6284,1072,2,6,7,0,565
EMP02417,40467,2906,18746,9609,1008,4,14,7,0,500
EMP02418,18956,1241,10841,4045,1761,4,14,2,0,471
EMP02419,18872,2572,7094,5434,936,0,2,4,0,434
EMP02420,20084,4146,7711,3965,1241,1,8,8,0,562
EMP02421,23132,2316,12900,6562,1752,3,11,1,0,385
EMP02422,45438,2387,18030,12211,1733,1,3,6,0,308
EMP02423,24167,2383,8731,3239,1753,5,9,4,0,346
EMP02424,47161,3210,19344,6528,1311,3,2,1,0,443
EMP02425,24135,1537,12961,4932,1705,1,13,0,0,547
EMP02426,31195,2243,11577,6605,840,2,0,9,55,585
EMP02427,20250,2442,7960,5608,1435,5,15,0,0,520
EMP02428,28870,2189,12467,7334,871,1,13,6,0,557
EMP02429,38437,2168,14916,7860,1586,0,8,7,0,324
EMP02430,30230,1615,12840,3911,1134,5,0,8,0,340
EMP02431,26917,2757,16083,3274,1369,5,15,8,0,543
EMP02432,33343,2074,16861,7916,1620,5,3,4,0,578
EMP02433,43772,1168,15959,4661,1938,3,4,4,0,500
EMP02434,28069,4044,8795,6790,1312,1,6,4,0,590
EMP02435,26732,3178,15639,3707,1449,2,10,5,0,561
EMP02436,31951,4849,13614,6130,1967,4,3,1,0,305
EMP02437,23679,4643,13783,4222,1110,3,2,9,0,518
EMP02438,25343,2845,7751,5180,1618,3,6,3,0,400
EMP02439,22751,4097,11339,5733,1915,4,11,1,0,347
EMP02440,39826,4229,21290,7951,941,2,12,7,0,472
EMP02441,38273,3622,15006,8809,1785,4,11,10,0,541
EMP02442,16260,3204,9150,4787,922,0,9,9,0,387
EMP02443,35783,1371,21294,6127,1510,1,5,0,0,527
EMP02444,42478,3546,14719,7542,1243,5,8,2,0,600
EMP02445,24442,2883,8062,3885,1476,2,2,4,0,338
EMP02446,46945,4574,18468,12523,1722,2,9,0,0,339
EMP02447,16180,1105,8735,2305,1290,1,15,3,0,374
EMP02448,20903,4583,8257,5923,994,3,11,0,0,478
EMP02449,36169,1693,12657,6662,1645,2,4,0,0,600
EMP02450,25427,1548,9433,6562,966,1,14,4,0,398
EMP02451,48343,3637,26962,13498,1400,3,15,4,0,498
EMP02452,34151,1173,20435,3530,1280,1,0,9,0,484
EMP02453,18323,3453,8369,4253,1242,0,10,8,0,375
EMP02454,32634,2823,10035,5368,1683,0,9,9,0,309
EMP02455,21611,2924,7495,5658,1078,3,14,7,0,460
EMP02456,17078,2097,8090,5110,1927,2,5,8,0,451
EMP02457,18728,4640,10605,5079,1712,5,14,2,0,557
EMP02458,20488,2649,11472,2786,1829,4,7,6,0,385
EMP02459,18547,4000,10595,4683,1007,0,0,7,0,598
EMP02460,15569,2046,4859,3387,1022,5,6,6,0,409
EMP02461,45151,4998,16501,8130,1931,4,15,9,0,314
EMP02462,15138,2521,7063,2356,1104,2,12,5,0,461
EMP02463,27696,2399,14188,7752,1785,1,9,5,0,568
EMP02464,48321,2272,20437,14407,1961,3,9,0,0,579
EMP02465,16338,2952,5221,3097,933,5,2,9,0,492
EMP02466,43208,2529,18859,7711,1525,2,5,0,0,317
EMP02467,24999,4384,11692,3438,1140,5,12,1,0,428
EMP02468,34354,2782,17099,4843,822,4,6,0,0,507
EMP02469,15931,2085,5249,2114,1069,4,5,6,149,579
EMP02470,24934,1342,8606,7036,1893,2,13,9,0,561
EMP02471,47061,1131,22012,8667,1955,2,15,1,0,481
EMP02472,40255,4249,14925,6890,988,5,2,6,114,362
EMP02473,43783,3318,24956,6573,952,5,15,6,0,430
EMP02474,41850,1052,22353,10758,1667,0,7,2,0,471
EMP02475,16380,2696,6853,1752,1769,5,2,4,0,402
EMP02476,37937,4833,18348,7630,1586,5,12,0,0,342
EMP02477,48848,1289,26235,14184,1282,1,11,5,0,362
EMP02478,26687,1034,9121,4788,1178,0,0,4,0,588
EMP02479,46844,3326,20549,9865,1781,2,2,0,0,460
EMP02480,24797,3134,9036,4702,1985,2,9,1,0,395
EMP02481,31067,2788,12697,7939,1033,2,0,5,0,305
EMP02482,21154,1938,7969,4942,1169,5,7,3,0,510
EMP02483,17744,1389,5378,2330,1749,0,5,10,0,405
EMP02484,30346,4885,9246,4905,860,2,2,10,0,332
EMP02485,30225,2444,14641,7387,1564,5,9,7,0,573
EMP02486,18622,3964,9315,2704,1670,1,6,2,0,367
EMP02487,39556,1493,19893,9560,1661,0,9,9,0,531
EMP02488,37638,3844,13070,4020,1991,4,8,4,0,532
EMP02489,34575,3333,14909,4476,1560,0,15,2,0,551
EMP02490,31038,1951,10572,7031,1194,0,11,3,0,570
EMP02491,21105,2844,11678,5936,1988,5,13,0,0,461
EMP02492,33286,4982,14310,6086,1477,5,14,2,0,465
EMP02493,20412,3607,9694,4544,891,5,5,10,0,490
EMP02494,20292,2534,6125,3422,870,5,10,4,0,360
EMP02495,24860,1762,13420,6068,973,1,14,6,163,455
EMP02496,40361,3855,12645,8089,924,4,12,8,0,420
EMP02497,43250,3605,16261,11573,1168,2,2,10,0,370
EMP02498,30133,1166,15587,3118,1859,0,4,8,0,309
EMP02499,43754,4599,17567,12140,818,4,1,7,0,548
EMP02500,25722,2744,11754,3404,1976,0,12,8,0,358
EMP02501,47291,2580,21748,13090,1219,5,0,5,0,409
EMP02502,24925,3304,11551,7256,1824,3,4,4,0,357
EMP02503,41850,2522,16667,8515,813,5,2,3,0,509
EMP02504,37518,3202,11396,7304,1824,4,13,6,44,377
EMP02505,43305,1759,16984,11359,1321,5,14,3,114,414
EMP02506,28821,4485,13747,3539,910,3,0,7,0,360
EMP02507,39757,4308,21848,8312,835,5,8,9,0,479
EMP02508,32062,3713,14511,4496,995,0,10,4,0,306
EMP02509,22058,4997,12300,6149,961,4,1,0,0,587
EMP02510,24817,4840,10157,6672,1019,3,6,0,0,538
EMP02511,19847,4799,8018,3261,1807,1,3,5,0,593
EMP02512,20546,3112,8740,5956,1223,3,4,4,0,584
EMP02513,28259,1408,10820,4932,1080,2,4,10,0,355
EMP02514,41259,3961,19211,10474,1397,0,2,0,0,588
EMP02515,24212,4174,8140,5393,1372,1,1,7,0,512
EMP02516,22830,3795,9025,6047,1257,5,11,6,0,419
EMP02517,24216,1143,8977,6000,1121,3,8,4,0,521
EMP02518,18694,1282,11172,2796,1241,2,0,0,0,466
EMP02519,41281,3384,12431,6125,898,4,14,7,0,412
EMP02520,15426,2784,6411,2906,1050,4,7,6,0,534
EMP02521,15354,4833,6678,1622,1686,5,6,9,0,380
EMP02522,16930,2027,6203,4018,824,1,6,9,0,394
EMP02523,29127,4674,12269,4044,1523,2,15,8,0,402
EMP02524,16233,1462,8345,3013,1554,3,4,9,0,446
EMP02525,19966,2055,11382,5591,1112,3,4,10,0,475
EMP02526,37040,2878,18251,8672,1915,0,0,2,0,588
EMP02527,34027,3424,12692,5210,1408,1,14,7,0,483
EMP02528,44398,2001,22106,13297,1851,3,10,7,0,573
EMP02529,49407,1217,28967,6721,1584,2,14,2,0,321
EMP02530,36648,1767,21079,3993,1266,3,7,5,129,483
EMP02531,46501,1181,21296,12469,1196,0,4,10,99,569
EMP02532,39300,4619,23517,5774,1964,0,1,0,0,454
EMP02533,37843,1932,15837,10393,1025,5,14,8,0,331
EMP02534,49381,3919,27620,12726,890,4,7,1,0,461
EMP02535,22587,3476,12184,5657,1313,1,3,7,0,440
EMP02536,24067,1538,11103,6280,1810,1,0,5,0,519
EMP02537,42608,2187,12944,4601,1646,3,10,9,0,502
EMP02538,28084,1757,15402,4733,1535,4,2,4,0,387
EMP02539,21195,3243,7418,3680,1353,4,13,3,0,591
EMP02540,24726,3016,14143,7362,1270,4,7,1,0,411
EMP02541,49626,1486,28279,12318,1271,0,14,8,0,394
EMP02542,34914,3057,17146,7423,1436,5,10,2,0,383
EMP02543,39181,3032,20062,9936,1142,3,1,10,0,579
EMP02544,26298,2737,12671,3212,946,2,14,6,30,301
EMP02545,43165,1911,16596,12316,813,0,14,1,0,358
EMP02546,31420,2877,12362,3812,1333,2,8,4,0,423
EMP02547,48950,1259,28977,5535,1173,5,2,4,0,571
EMP02548,25134,4150,13538,4793,1324,0,6,0,0,362
EMP02549,37037,3749,14730,7479,1098,5,12,5,0,401
EMP02550,33689,2072,20103,5598,1474,3,11,5,0,421
EMP02551,35193,3781,14271,3730,1909,5,0,1,0,464
EMP02552,47127,1673,20980,11537,1428,0,10,7,0,340
EMP02553,34609,2505,10764,5595,801,5,15,7,0,517
EMP02554,40157,1104,13309,8537,1905,3,0,4,0,438
EMP02555,35501,4363,19601,3571,808,5,15,1,0,584
EMP02556,30497,3516,16703,8246,1291,4,0,7,0,319
EMP02557,44055,3140,16878,5569,1271,5,7,7,0,534
EMP02558,23597,3593,11613,2384,1855,5,6,1,0,508
EMP02559,37470,4676,21577,5535,1267,0,11,0,0,365
EMP02560,32182,1929,11703,8608,1027,2,4,0,0,401
EMP02561,38701,2391,20936,8680,1755,5,10,6,0,582
EMP02562,16232,4134,5708,2724,1538,2,8,7,0,402
EMP02563,40641,4957,23403,7973,1367,1,14,5,0,369
EMP02564,30471,2288,15161,4720,1247,5,3,7,0,459
EMP02565,46581,2207,16985,8376,1456,5,3,7,0,302
EMP02566,26113,1314,7872,4127,1961,3,14,9,0,481
EMP02567,32795,4595,14699,7214,959,2,2,8,0,496
EMP02568,26262,4558,13980,7369,1998,4,14,2,0,588
EMP02569,19015,2631,9582,5024,1735,4,9,2,0,485
EMP02570,48364,4525,22031,11136,1648,0,10,5,0,480
EMP02571,30781,3570,12653,4245,1921,2,8,5,0,317
EMP02572,45524,2456,16416,12726,1400,4,5,2,0,533
EMP02573,20933,4636,12520,2946,1909,0,14,7,0,492
EMP02574,44620,4139,23142,12382,1260,5,7,10,0,322
EMP02575,47734,3376,16494,13552,1628,2,8,8,0,576
EMP02576,25866,2333,14137,4366,858,1,14,1,0,364
EMP02577,32399,2527,14156,6935,1080,3,0,0,0,528
EMP02578,45809,1376,22761,11047,1519,3,4,5,0,594
EMP02579,35644,1856,16078,6761,1428,0,11,7,0,413
EMP02580,23053,2020,12144,6065,1831,0,4,2,0,304
EMP02581,19827,4689,8801,4030,1330,5,11,9,0,544
EMP02582,49228,3455,18561,11365,1583,1,6,5,0,520
EMP02583,22501,4594,10920,4828,1902,0,15,3,0,353
EMP02584,30232,1457,13355,3264,1277,4,3,5,0,479
EMP02585,22020,4128,11415,5179,1343,3,14,0,0,373
EMP02586,46029,2088,26500,10486,1437,3,2,8,0,535
EMP02587,49543,4707,26812,12423,1070,4,8,10,0,467
EMP02588,29482,2426,15690,8597,1597,1,2,5,0,493
EMP02589,31271,1727,16915,7027,1832,2,8,1,0,399
EMP02590,16212,4318,8591,2603,1142,0,3,9,0,416
EMP02591,28157,1111,10532,7825,1000,0,0,10,0,573
EMP02592,15059,3140,5444,2417,1937,4,15,9,0,505
EMP02593,49997,3443,26856,13450,1208,0,11,10,0,356
EMP02594,41114,3806,18937,5569,1073,5,11,2,0,576
EMP02595,22663,4479,10531,5005,1205,3,2,7,0,312
EMP02596,42597,1875,22749,8102,1125,0,15,1,99,492
EMP02597,15738,4395,6759,2948,1083,0,6,0,0,589
EMP02598,41893,1542,19785,9878,1388,0,4,10,0,515
EMP02599,24318,4783,10295,4814,1861,3,10,0,0,401
EMP02600,30173,1043,10243,5420,1658,1,15,10,0,459
EMP02601,32761,1203,9959,6660,842,5,6,3,0,335
EMP02602,20634,1629,12081,3717,1902,3,5,7,0,583
EMP02603,41810,2402,18098,6267,1511,4,10,4,0,597
EMP02604,45264,2111,25498,6426,1243,4,13,5,0,496
EMP02605,34734,1293,17251,4938,801,3,11,1,0,310
EMP02606,35095,1455,17575,4891,1843,5,13,2,0,562
EMP02607,27613,3808,10602,2983,1901,3,13,10,0,347
EMP02608,49166,2414,22561,8617,1022,2,15,1,0,455
EMP02609,44752,1648,16279,5350,1230,3,1,3,0,375
EMP02610,39144,4990,17097,7056,1675,1,8,9,0,495
EMP02611,47810,1275,18229,9854,1358,0,15,3,0,570
EMP02612,26993,1316,9653,4706,1679,4,8,0,0,595
EMP02613,21557,2315,9396,5788,1560,3,8,6,0,437
EMP02614,16937,2238,8127,4717,1791,4,12,6,0,351
EMP02615,38423,2117,16538,9194,1276,5,6,3,0,305
EMP02616,19963,3424,6242,3048,1104,2,0,6,109,421
EMP02617,48716,4091,16933,9693,1904,5,15,1,0,337
EMP02618,15624,2561,8957,2558,1307,1,2,3,0,585
EMP02619,35559,2333,11345,4758,1469,1,6,4,0,444
EMP02620,16240,2574,8929,4748,1130,3,6,9,0,306
EMP02621,47241,1277,24790,11447,825,4,6,4,0,365
EMP02622,38134,1870,12927,7311,1077,0,7,8,0,393
EMP02623,41584,3229,24474,6549,1894,1,11,1,0,333
EMP02624,38337,4700,19704,9785,1626,1,8,6,0,553
EMP02625,22339,3434,10614,4671,1728,5,7,5,0,513
EMP02626,30630,2345,11313,6886,1410,1,5,6,0,321
EMP02627,47968,2538,19511,8321,1980,2,10,4,82,556
EMP02628,41211,2145,14261,5527,1688,3,12,4,0,531
EMP02629,16649,2103,7338,1690,819,5,10,8,0,347
EMP02630,45435,4440,22886,6460,1738,3,4,3,0,336
EMP02631,47134,4624,27659,8103,875,1,4,8,0,469
EMP02632,33544,3380,12548,6994,1911,1,10,9,0,315
EMP02633,23525,3844,10036,4895,1607,4,9,6,0,415
EMP02634,24591,4172,14535,4801,1433,4,9,0,0,406
EMP02635,26627,1502,15034,3548,1597,0,1,2,0,461
EMP02636,15340,1066,7611,1729,1707,0,0,3,0,328
EMP02637,39514,3679,21330,10113,1028,5,9,2,0,410
EMP02638,32052,2405,15098,9213,1700,1,12,1,0,342
EMP02639,20653,1298,11319,4516,930,4,0,5,0,465
EMP02640,46199,4609,22687,5001,1925,0,14,4,0,366
EMP02641,39186,3164,13849,10871,1760,4,1,4,0,594
EMP02642,39016,4482,15824,3960,1616,5,12,7,0,463
EMP02643,37408,2984,15486,10392,1189,2,11,1,0,392
EMP02644,40556,1335,14424,11193,1210,3,12,2,0,425
EMP02645,33905,3050,19402,9623,1216,2,11,8,0,455
EMP02646,33115,3987,12427,3864,1146,3,2,6,0,584
EMP02647,40915,1213,18530,9589,892,1,4,8,0,429
EMP02648,15391,1178,6515,3949,1457,4,4,2,0,466
EMP02649,38962,3002,14803,11037,1620,1,0,3,0,528
EMP02650,29785,4177,12280,7940,945,0,4,7,0,576
EMP02651,46291,4124,24977,8107,1938,3,14,10,0,377
EMP02652,46508,4080,25764,13668,1450,0,13,6,0,452
EMP02653,41680,3202,22050,9936,1037,1,15,0,0,331
EMP02654,21103,4698,11091,4031,1176,2,5,9,0,568
EMP02655,30954,1465,16634,9200,1706,5,1,5,0,335
EMP02656,41301,4475,16187,10326,834,3,0,7,0,486
EMP02657,37119,4195,18189,11113,1286,3,13,0,0,303
EMP02658,48424,2836,20393,11621,1440,1,11,1,101,407
EMP02659,28642,1528,15368,3107,1530,5,10,7,0,420
EMP02660,45428,1337,18783,5424,1000,2,5,9,0,559
EMP02661,38041,1109,22797,8241,1199,0,12,1,0,473
EMP02662,36313,3053,13495,10549,1777,1,3,3,0,376
EMP02663,39579,3385,17370,5603,1280,5,3,10,0,560
EMP02664,28645,1007,10883,4602,1943,1,15,1,0,360
EMP02665,37875,4043,11766,6585,1308,3,14,5,0,514
EMP02666,17861,2917,6452,2878,1121,0,3,6,0,538
EMP02667,27399,2378,9250,2992,1162,4,6,7,0,593
EMP02668,42645,2191,15674,12421,1276,5,13,4,0,309
EMP02669,33304,4442,19219,6163,823,0,9,6,0,303
EMP02670,44269,2759,21124,7269,1660,0,14,2,0,535
EMP02671,20241,3260,7319,2353,1091,0,4,2,0,323
EMP02672,15366,1768,9133,2994,1667,1,10,10,0,344
EMP02673,19021,2360,7993,2424,956,1,11,5,0,368
EMP02674,25541,2375,10188,5659,1354,0,13,4,0,453
EMP02675,32013,3454,12696,5039,1645,5,9,8,0,350
EMP02676,37033,1464,14911,3972,1127,0,5,7,0,462
EMP02677,49841,4740,20457,8662,1232,0,3,5,0,589
EMP02678,38648,4779,13012,9399,1000,3,7,3,0,355
